Engine x,Engine y,Channel width,Rib width,Channel height,Chamber wall thickness,Channel area
-0.1543989244,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.15414698480000003,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1538950452,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1536431055,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.15339116590000001,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1531392262,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1528872866,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1526353469,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1523834073,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.15213146760000001,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.15187952799999999,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1516275884,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1513756487,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1511237091,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1508717694,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1506198298,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1503678901,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.15011595049999998,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1498640109,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1496120712,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1493601316,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.14910819190000002,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1488562523,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.14860431259999998,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.148352373,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1481004333,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1478484937,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1475965541,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.14734461440000002,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1470926748,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.14684073509999998,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1465887955,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1463368558,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1460849162,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1458329766,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1455810369,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1453290973,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1450771576,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.144825218,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1445732783,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.14432133870000002,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.14406939900000001,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1438174594,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1435655198,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1433135801,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1430616405,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1428097008,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1425577612,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1423058215,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.14205388189999998,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1418019422,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1415500026,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.141298063,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1410461233,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1407941837,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.140542244,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1402903044,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1400383647,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1397864251,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1395344855,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.13928254580000002,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1390306062,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1387786665,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1385267269,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1382747872,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1380228476,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1377709079,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.13751896830000002,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1372670287,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.13701508899999998,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1367631494,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1365112097,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1362592701,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1360073304,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1357553908,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1355034511,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1352515115,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1349995719,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1347476322,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.13449569260000002,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1342437529,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.13399181329999998,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1337398736,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.133487934,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1332359944,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1329840547,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1327321151,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1324801754,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.13222823579999998,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1319762961,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1317243565,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1314724168,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.13122047720000002,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1309685376,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1307165979,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1304646583,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1302127186,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.129960779,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1297088393,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.12945689970000002,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.12920496,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1289530204,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1287010808,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1284491411,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1281972015,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1279452618,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1276933222,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1274413825,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1271894429,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1269375033,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1266855636,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.126433624,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1261816843,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1259297447,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.125677805,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1254258654,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1251739257,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1249219861,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.12467004649999999,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1244181068,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.12416616720000001,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1239142275,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1236622879,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1234103482,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1231584086,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.122906469,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1226545293,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1224025897,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.12215065,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1218987104,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1216467707,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1213948311,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1211428914,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1208909518,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.12063901219999999,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1203870725,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1201351329,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.11988319319999999,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.11963125359999999,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1193793139,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1191273743,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.11887543460000001,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.11862349500000001,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.11837155540000001,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1181196157,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1178676761,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1176157364,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1173637968,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1171118571,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1168599175,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.11660797789999999,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1163560382,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1161040986,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1158521589,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1156002193,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.11534827959999999,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.11509633999999999,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.11484440030000001,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.11459246070000001,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.11434052110000001,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1140885814,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1138366418,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1135847021,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1133327625,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.11308082280000001,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.11282888320000001,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1125769435,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1123250039,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1120730643,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1118211246,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.111569185,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.11131724529999999,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.11106530569999999,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.110813366,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1105614264,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1103094868,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1100575471,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1098056075,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1095536678,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1093017282,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.10904978850000001,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.10879784890000001,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
-0.1085459092,0.056,0.002,0.006796459430051421,0.002,0.001,4e-06
